2025-02-07 01:04:27.187 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-07 01:04:27.190 | INFO     | __main__:<module>:50 - Project root: C:\DSProjects\buzzline-04-tesfa
2025-02-07 01:04:27.190 | INFO     | __main__:<module>:54 - Data folder: C:\DSProjects\buzzline-04-tesfa\data
2025-02-07 01:04:27.192 | INFO     | __main__:<module>:58 - Data file: C:\DSProjects\buzzline-04-tesfa\data\buzz_live.json
2025-02-07 01:04:27.193 | INFO     | __main__:main:125 - START producer...
2025-02-07 01:04:27.194 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-07 01:04:27.195 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-07 01:04:27.196 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was boring.', 'author': 'Bob'}
2025-02-07 01:04:30.198 | INFO     | __main__:main:134 - {'message': 'I just shared a story! It was boring.', 'author': 'Bob'}
2025-02-07 01:04:33.204 | INFO     | __main__:main:134 - {'message': 'I just tried a meme! It was weird.', 'author': 'Charlie'}
2025-02-07 01:04:36.208 | INFO     | __main__:main:134 - {'message': 'I just tried an app! It was exciting.', 'author': 'Charlie'}
2025-02-07 01:04:39.210 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was exciting.', 'author': 'Eve'}
2025-02-07 01:04:42.214 | INFO     | __main__:main:134 - {'message': 'I just loved a trick! It was amazing.', 'author': 'Bob'}
2025-02-07 01:04:45.218 | INFO     | __main__:main:134 - {'message': 'I just shared a story! It was exciting.', 'author': 'Alice'}
2025-02-07 01:04:48.221 | INFO     | __main__:main:134 - {'message': 'I just tried a meme! It was exciting.', 'author': 'Eve'}
2025-02-07 01:04:51.223 | INFO     | __main__:main:134 - {'message': 'I just loved a movie! It was amazing.', 'author': 'Alice'}
2025-02-07 01:04:54.225 | INFO     | __main__:main:134 - {'message': 'I just saw a story! It was funny.', 'author': 'Charlie'}
2025-02-07 01:04:57.230 | INFO     | __main__:main:134 - {'message': 'I just loved a trick! It was exciting.', 'author': 'Eve'}
2025-02-07 01:05:00.235 | INFO     | __main__:main:134 - {'message': 'I just tried a trick! It was funny.', 'author': 'Bob'}
2025-02-07 01:05:03.249 | INFO     | __main__:main:134 - {'message': 'I just tried a meme! It was weird.', 'author': 'Alice'}
2025-02-07 01:05:06.251 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was amazing.', 'author': 'Charlie'}
2025-02-07 01:05:09.254 | INFO     | __main__:main:134 - {'message': 'I just tried a story! It was boring.', 'author': 'Eve'}
2025-02-07 01:05:12.262 | INFO     | __main__:main:134 - {'message': 'I just found a meme! It was amazing.', 'author': 'Alice'}
2025-02-07 01:05:15.268 | INFO     | __main__:main:134 - {'message': 'I just loved a trick! It was exciting.', 'author': 'Eve'}
2025-02-07 01:05:18.273 | INFO     | __main__:main:134 - {'message': 'I just found a story! It was amazing.', 'author': 'Bob'}
2025-02-07 01:05:21.275 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was amazing.', 'author': 'Alice'}
2025-02-07 01:05:24.280 | INFO     | __main__:main:134 - {'message': 'I just loved a trick! It was weird.', 'author': 'Eve'}
2025-02-07 01:05:27.283 | INFO     | __main__:main:134 - {'message': 'I just shared a meme! It was exciting.', 'author': 'Eve'}
2025-02-07 01:05:30.287 | INFO     | __main__:main:134 - {'message': 'I just shared a movie! It was boring.', 'author': 'Bob'}
2025-02-07 01:05:33.291 | INFO     | __main__:main:134 - {'message': 'I just saw a trick! It was funny.', 'author': 'Alice'}
2025-02-07 01:05:36.294 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was boring.', 'author': 'Bob'}
2025-02-07 01:05:39.298 | INFO     | __main__:main:134 - {'message': 'I just tried a trick! It was boring.', 'author': 'Eve'}
2025-02-07 01:05:42.305 | INFO     | __main__:main:134 - {'message': 'I just shared a meme! It was boring.', 'author': 'Charlie'}
2025-02-07 01:05:45.310 | INFO     | __main__:main:134 - {'message': 'I just found a movie! It was weird.', 'author': 'Charlie'}
2025-02-07 01:05:48.313 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was funny.', 'author': 'Bob'}
2025-02-07 01:05:51.317 | INFO     | __main__:main:134 - {'message': 'I just saw a movie! It was amazing.', 'author': 'Bob'}
2025-02-07 01:05:54.318 | INFO     | __main__:main:134 - {'message': 'I just saw a meme! It was exciting.', 'author': 'Eve'}
2025-02-07 01:05:57.322 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was amazing.', 'author': 'Alice'}
2025-02-07 01:06:00.325 | INFO     | __main__:main:134 - {'message': 'I just found a story! It was funny.', 'author': 'Bob'}
2025-02-07 01:06:03.327 | INFO     | __main__:main:134 - {'message': 'I just saw a meme! It was exciting.', 'author': 'Alice'}
2025-02-07 01:06:06.359 | INFO     | __main__:main:134 - {'message': 'I just tried a movie! It was funny.', 'author': 'Alice'}
2025-02-07 01:06:09.397 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was exciting.', 'author': 'Charlie'}
2025-02-07 01:06:12.402 | INFO     | __main__:main:134 - {'message': 'I just found a story! It was boring.', 'author': 'Eve'}
2025-02-07 01:06:15.406 | INFO     | __main__:main:134 - {'message': 'I just tried a movie! It was boring.', 'author': 'Bob'}
2025-02-07 01:06:18.409 | INFO     | __main__:main:134 - {'message': 'I just tried an app! It was boring.', 'author': 'Charlie'}
2025-02-07 01:06:21.417 | INFO     | __main__:main:134 - {'message': 'I just tried a story! It was weird.', 'author': 'Alice'}
2025-02-07 01:06:24.419 | INFO     | __main__:main:134 - {'message': 'I just shared a meme! It was exciting.', 'author': 'Alice'}
2025-02-07 01:06:27.421 | INFO     | __main__:main:134 - {'message': 'I just found a movie! It was amazing.', 'author': 'Eve'}
2025-02-07 01:06:30.423 | INFO     | __main__:main:134 - {'message': 'I just shared a movie! It was boring.', 'author': 'Eve'}
2025-02-07 01:06:33.425 | INFO     | __main__:main:134 - {'message': 'I just loved a movie! It was amazing.', 'author': 'Alice'}
2025-02-07 01:06:36.431 | INFO     | __main__:main:134 - {'message': 'I just tried a trick! It was boring.', 'author': 'Charlie'}
2025-02-07 01:06:39.433 | INFO     | __main__:main:134 - {'message': 'I just shared a movie! It was amazing.', 'author': 'Alice'}
2025-02-07 01:06:42.437 | INFO     | __main__:main:134 - {'message': 'I just found a meme! It was funny.', 'author': 'Eve'}
2025-02-07 01:06:45.439 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was boring.', 'author': 'Eve'}
2025-02-07 01:06:48.441 | INFO     | __main__:main:134 - {'message': 'I just loved a movie! It was funny.', 'author': 'Eve'}
